Month,City,Merchant,Total_Sales,No_of_sales
Feb 2018,253,Karen Fiene inc,"728,711",32
Feb 2018,253,Kathleen Pittman inc,"676,673",31
Feb 2018,253,Walter Hay inc,"569,728",31
Feb 2018,254,Debra Mock inc,"356,515",16
Feb 2018,254,Geneva Cohen inc,"263,623",11
Feb 2018,254,Michael Newsom inc,"259,885",12
Feb 2018,254,Amanda Jara inc,"162,645",8
Feb 2018,254,Dorothy Sharp 2 inc,"103,603",6
Feb 2018,255,Blanche Egan inc,"603,164",27
Feb 2018,255,Harmony Mathis inc,"446,479",24
Feb 2018,255,Sheryl Wilson inc,"356,092",17
Feb 2018,255,Jeffrey Cawley inc,"333,881",16
Feb 2018,255,John Cruz 7 inc,"251,403",11
Feb 2018,256,Leigh Carr inc,"2,181,984",106
Feb 2018,256,Juan Kong inc,"790,717",43
Feb 2018,256,Beatrice Graham inc,"478,829",22
Feb 2018,256,Ryan Kyle inc,"463,629",26
Feb 2018,256,Loretta Shu inc,"327,712",13
Feb 2018,258,Michelle Jones 13 inc,"242,195",11
Feb 2018,258,Derrick Johnson inc,"214,780",11
Feb 2018,258,Lina Kelsey inc,"197,919",10
Feb 2018,258,Steven Johnson 10 inc,"177,313",9
Feb 2018,258,Randall Mccarty inc,"164,355",6
Feb 2018,259,Anthony Wheeler 2 inc,"774,480",37
Feb 2018,259,Gerald Mccullough inc,"769,003",40
Feb 2018,259,Allen Jackson 2 inc,"695,047",36
Feb 2018,259,Stephanie Reeves inc,"508,703",29
Feb 2018,259,Frederick Sowinski inc,"365,914",16
Feb 2018,260,Eloise Paoli inc,"388,436",19
Feb 2018,260,William Young 10 inc,"336,925",19
Feb 2018,260,Jordan Johnson inc,"312,465",17
Feb 2018,260,Steven Zeman inc,"294,741",17
Feb 2018,260,Ronald Betcher inc,"291,179",16
Feb 2018,261,Samuel Powell inc,"537,292",24
Feb 2018,261,Theresa Ocasio inc,"430,201",21
Feb 2018,261,Phillip Justice 2 inc,"366,864",17
Feb 2018,261,Renaldo Allen inc,"364,377",16
Feb 2018,261,Marie Koch inc,"340,352",19
Feb 2018,262,Kevin Wolfrum inc,"435,975",23
Feb 2018,262,Raymond Sylvester inc,"414,238",20
Feb 2018,262,Lora Harrell inc,"352,966",17
Feb 2018,262,Joshua Finchum inc,"189,158",7
Feb 2018,262,Wayne James 2 inc,"123,646",8
Feb 2018,263,David Millay 2 inc,"287,874",15
Feb 2018,263,Joan Miller 2 inc,"194,596",8
Feb 2018,263,Donnell Cotto inc,"169,490",9
Feb 2018,263,Nicholas Pearsall inc,"147,783",6
Feb 2018,263,Marvin Soto inc,"129,020",7
Feb 2018,264,Erika Legrand inc,"459,405",24
Feb 2018,264,Sandra Brison inc,"260,531",14
Feb 2018,264,,"241,194",11
Feb 2018,264,Grace Cox inc,"213,210",10
Feb 2018,264,Stefan Hall inc,"201,927",9
Feb 2018,265,Michael Feinberg inc,"546,843",25
Feb 2018,265,David Adkins 7 inc,"516,251",24
Feb 2018,265,Michelle Dougherty inc,"309,418",16
Feb 2018,265,Brandon Beatty inc,"295,580",16
Feb 2018,265,John Mai inc,"290,167",15
Feb 2018,266,Jerry Anderson 2 inc,"532,808",24
Feb 2018,266,Darryl Servin inc,"213,879",9
Feb 2018,266,Laureen Talton inc,"168,890",8
Feb 2018,266,Goldie Burrage inc,"154,258",8
Feb 2018,266,Christa Vega inc,"135,551",6
Feb 2018,267,Genesis Barcia inc,"433,987",20
Feb 2018,267,Kimberly Brown 6 inc,"392,116",17
Feb 2018,267,Michael Little 5 inc,"289,417",12
Feb 2018,267,Dong Kimbrough inc,"248,759",12
Feb 2018,267,Maurice Ehret inc,"242,254",10
Feb 2018,268,Trudy Harris inc,"1,149,729",53
Feb 2018,268,Timothy Lewis 8 inc,"807,317",42
Feb 2018,268,Roy Mccoy inc,"709,477",34
Feb 2018,268,Sabine King inc,"659,152",36
Feb 2018,268,Carmen Lewis inc,"642,895",33
Feb 2018,269,Josephine Garrity inc,"587,696",30
Feb 2018,269,Mary Radford 3 inc,"375,165",17
Feb 2018,269,Heather Hopkins inc,"339,602",17
Feb 2018,269,James Oliver 6 inc,"208,484",9
Feb 2018,269,Jose Graham 2 inc,"138,659",8
Feb 2018,270,Douglas Massie inc,"436,347",18
Feb 2018,270,Patricia Smith 25 inc,"382,109",22
Feb 2018,270,Jane Vanauken inc,"365,392",16
Feb 2018,270,David Park inc,"304,799",17
Feb 2018,270,Kendall Esposito inc,"261,769",12
Feb 2018,271,Ann Morrell inc,"1,256,653",62
Feb 2018,271,Jimmy Garcia 2 inc,"1,084,659",50
Feb 2018,271,Jame Perez inc,"859,113",43
Feb 2018,271,Sharon Mcdaniel inc,"817,478",40
Feb 2018,271,Christopher Castro 2 inc,"632,049",31
Feb 2018,272,David Fitzpatrick inc,"1,224,123",63
Feb 2018,272,Joseph Olson 3 inc,"718,216",34
Feb 2018,272,Gabriela Woods inc,"651,985",37
Feb 2018,272,Jeanne Bell 2 inc,"501,620",27
Feb 2018,272,,"481,087",24
Feb 2018,273,Philip Capps inc,"56,255",2
Feb 2018,273,David Houchin inc,"51,368",3
Feb 2018,273,Ryan Stephens 2 inc,"47,675",2
Feb 2018,273,Ruth Signs inc,"34,477",3
Feb 2018,273,,"27,992",1
Feb 2018,274,Doris Babcock inc,"4,159,176",198
Feb 2018,274,Austin Edmunds inc,"1,571,414",78
Feb 2018,274,,"1,241,330",57
Feb 2018,274,Jane Bell inc,"1,173,152",58
Feb 2018,274,William Hummel 2 inc,"1,151,299",55
Feb 2018,275,Howard Justus inc,"288,697",15
Feb 2018,275,Frederick Mccammon inc,"277,688",13
Feb 2018,275,Orville Caporiccio inc,"264,157",11
Feb 2018,275,Doris Bullard inc,"244,898",12
Feb 2018,275,,"242,746",12
Feb 2018,276,Steven Porter 2 inc,"1,014,651",52
Feb 2018,276,Odis Hampton inc,"1,010,853",49
Feb 2018,276,Vesta Jackson inc,"743,220",33
Feb 2018,276,Terri Morse inc,"546,587",28
Feb 2018,276,Michelle Piermont inc,"487,935",22
Feb 2018,277,Jonathan Rollins inc,"3,992,248",203
Feb 2018,277,Tracie Dempsey inc,"3,038,631",153
Feb 2018,277,Daniel Phipps 2 inc,"2,704,654",129
Feb 2018,277,Michelle Briscoe inc,"2,488,993",137
Feb 2018,277,James Mastin inc,"2,106,548",103
Feb 2018,278,,"1,325,721",62
Feb 2018,278,David Fontaine inc,"1,325,036",65
Feb 2018,278,Maria Davis 10 inc,"1,233,887",57
Feb 2018,278,Sylvia Holler inc,"1,036,507",51
Feb 2018,278,Calvin Severy inc,"511,087",31
Feb 2018,279,George Williams 20 inc,"1,478,237",74
Feb 2018,279,Jocelyn Dixon inc,"1,223,022",62
Feb 2018,279,,"1,020,022",52
Feb 2018,279,Debra Williams 7 inc,"954,369",49
Feb 2018,279,Miguel Walt inc,"935,182",48
Feb 2018,280,Clyde Garland inc,"1,715,912",83
Feb 2018,280,John Harris 25 inc,"840,733",46
Feb 2018,280,Cynthia Morton inc,"613,137",30
Feb 2018,280,Vivian Howard inc,"601,263",30
Feb 2018,280,Michael Anderson 16 inc,"525,164",25
Feb 2018,281,Charles Everett inc,"803,197",42
Feb 2018,281,Christine Hernandez inc,"508,363",24
Feb 2018,281,Pierre Weiner inc,"362,948",20
Feb 2018,281,Sandra Staples inc,"296,746",14
Feb 2018,281,Shelli Thom inc,"270,952",12
Feb 2018,282,Jonathan Crumble inc,"1,631,757",86
Feb 2018,282,Devon Sanders inc,"1,308,396",65
Feb 2018,282,Katherine Cotter inc,"864,306",44
Feb 2018,282,Robert Karst inc,"648,917",31
Feb 2018,282,Bradley Meczywor inc,"608,038",31
Feb 2018,283,Christopher Carter 3 inc,"3,662,577",176
Feb 2018,283,Marlin Stroud inc,"1,917,625",99
Feb 2018,283,Jennifer Moody inc,"1,678,674",78
Feb 2018,283,,"1,418,766",73
Feb 2018,283,Sterling Haskins inc,"1,217,851",63
Feb 2018,285,Jefferey Smith inc,"416,694",20
Feb 2018,285,William Cade inc,"192,612",10
Feb 2018,285,Mark Medina 2 inc,"188,083",8
Feb 2018,285,Juanita Moss inc,"172,003",10
Feb 2018,285,Carolyn Hardy inc,"167,799",9
Feb 2018,286,Chris Heath inc,"5,661,881",286
Feb 2018,286,Kevin Hellman inc,"4,088,270",205
Feb 2018,286,Rita Elias inc,"3,050,395",149
Feb 2018,286,Jasmin Morataya inc,"2,435,222",124
Feb 2018,286,George Warnock inc,"1,895,040",92
Feb 2018,287,Wm Evans inc,"358,389",16
Feb 2018,287,John Cobar 2 inc,"231,894",13
Feb 2018,287,George Peebles inc,"191,714",11
Feb 2018,287,John Arlington inc,"181,958",9
Feb 2018,287,Anita Herman inc,"154,954",9
Feb 2018,288,,"2,689,131",129
Feb 2018,288,Steve Crofton inc,"831,310",39
Feb 2018,288,Michael Morgan 3 inc,"744,275",38
Feb 2018,288,Wallace Bennett inc,"633,853",31
Feb 2018,288,Lisa Rollins inc,"526,091",28
Feb 2018,289,Sherri Garrison inc,"4,234,134",204
Feb 2018,289,,"1,898,181",96
Feb 2018,289,Willard Conditt inc,"1,343,664",68
Feb 2018,289,John Penn 2 inc,"1,153,921",55
Feb 2018,289,George Centeno inc,"902,081",44
Feb 2018,290,Shane Nelson inc,"221,314",11
Feb 2018,290,Irene Blake inc,"212,298",11
Feb 2018,290,Charles Harris 11 inc,"200,983",9
Feb 2018,290,Maryann Booth inc,"200,941",10
Feb 2018,290,Guadalupe Schoenfeld inc,"197,010",15
Feb 2018,291,Cesar Hall inc,"29,632,488","1,476"
Feb 2018,291,,"1,821,835",92
Feb 2018,291,Elizabeth Gibbs inc,"1,382,443",67
Feb 2018,291,Charles Ventura inc,"1,366,058",62
Feb 2018,291,Efrain Webb inc,"1,309,546",68
Feb 2018,292,Rebecca Kim 2 inc,"1,174,410",58
Feb 2018,292,Gilbert Lowell inc,"886,429",39
Feb 2018,292,Scott Uson inc,"657,713",34
Feb 2018,292,,"489,603",25
Feb 2018,292,Ralph Phillips 2 inc,"439,990",22
Feb 2018,293,Aileen Coons inc,"212,431",12
Feb 2018,293,Jessica Blackwood inc,"126,433",6
Feb 2018,293,Lawrence Williams 4 inc,"107,327",6
Feb 2018,293,Juanita Johnson 4 inc,"106,324",5
Feb 2018,293,Ruth Munger inc,"95,533",5
Feb 2018,294,Keith Thomas 2 inc,"331,295",17
Feb 2018,294,Tina Leflore inc,"260,655",14
Feb 2018,294,Mathew Vogus inc,"257,334",12
Feb 2018,294,Phyllis Matthews inc,"232,632",11
Feb 2018,294,Anthony Sutton inc,"184,095",8
Feb 2018,295,Jody Minor inc,"400,364",20
Feb 2018,295,Sterling Wing inc,"369,773",21
Feb 2018,295,Angela Johnson 7 inc,"346,264",16
Feb 2018,295,Christopher Hubbard 3 inc,"324,803",14
Feb 2018,295,Annie Camacho inc,"318,124",15
Feb 2018,296,Larry Mcmanus inc,"767,576",37
Feb 2018,296,,"767,156",38
Feb 2018,296,Randall Howard inc,"714,021",35
Feb 2018,296,Terry Guillory inc,"421,537",21
Feb 2018,296,Julie Thomas 2 inc,"393,679",19
Feb 2018,297,,"1,045,097",53
Feb 2018,297,Crystal Marquez inc,"864,377",40
Feb 2018,297,Melissa Eldridge inc,"851,805",44
Feb 2018,297,Arlyne Smith inc,"660,030",31
Feb 2018,297,Nicole Borrero inc,"565,463",30
Feb 2018,298,Guadalupe Blank inc,"328,607",15
Feb 2018,298,Marisa Corbin inc,"299,428",16
Feb 2018,298,Chad Tobar inc,"279,896",13
Feb 2018,298,Nicole Perrotta inc,"168,587",8
Feb 2018,298,Zachary Mayle inc,"166,953",7
Feb 2018,299,Gary Hayes inc,"495,400",27
Feb 2018,299,Murray Shaw inc,"402,856",21
Feb 2018,299,Jennifer Dudek inc,"372,309",16
Feb 2018,299,Edna Ramirez 2 inc,"337,090",15
Feb 2018,299,Joe Quinn inc,"314,387",14
Feb 2018,300,Lorene Johnson 3 inc,"932,384",44
Feb 2018,300,,"889,013",45
Feb 2018,300,Rene Roberts 2 inc,"754,829",38
Feb 2018,300,Ruben Frantz inc,"690,876",32
Feb 2018,300,Louise Cheever inc,"509,718",25
Feb 2018,301,Juan Jennrich inc,"568,089",27
Feb 2018,301,Gabrielle Caudel inc,"493,745",27
Feb 2018,301,Laurie Trexler inc,"352,495",17
Feb 2018,301,Joyce Perry inc,"319,641",21
Feb 2018,301,Brian Ranney inc,"297,637",14
Feb 2018,302,Colin Canelo inc,"1,420,306",76
Feb 2018,302,Albert Smith 10 inc,"1,265,452",65
Feb 2018,302,Thomas Crouchet inc,"1,127,576",53
Feb 2018,302,,"1,124,118",54
Feb 2018,302,Linnie Millar inc,"852,635",42
Feb 2018,303,Christine Hill 3 inc,"494,049",27
Feb 2018,303,Marvin Peterman inc,"483,442",24
Feb 2018,303,Bessie Fulmer inc,"475,173",21
Feb 2018,303,,"421,988",18
Feb 2018,303,Peter Nelson 4 inc,"398,446",22
Feb 2018,304,Cordelia Rice inc,"830,877",42
Feb 2018,304,Heather Brackett inc,"743,136",35
Feb 2018,304,,"713,393",39
Feb 2018,304,Douglas Mackin inc,"644,112",31
Feb 2018,304,Jill Costa inc,"560,073",26
Feb 2018,306,Martha Williams 5 inc,"372,907",17
Feb 2018,306,Maurice Robertson inc,"284,695",13
Feb 2018,306,Timothy Sepulveda inc,"256,777",12
Feb 2018,306,Ruby Armstead inc,"256,718",13
Feb 2018,306,Shannon Depuy inc,"178,041",9
Feb 2018,307,John Kluender inc,"783,689",42
Feb 2018,307,Victor Sandquist inc,"156,936",7
Feb 2018,307,Theresa Lamb inc,"152,917",7
Feb 2018,307,Allie Lynch inc,"148,505",8
Feb 2018,307,Jamal Moore inc,"146,298",7
Feb 2018,308,Roy Lavine inc,"874,052",43
Feb 2018,308,Fannie Baltimore inc,"844,793",44
Feb 2018,308,Reed Williams inc,"811,425",40
Feb 2018,308,Anthony Lewis 5 inc,"631,035",36
Feb 2018,308,,"621,599",27
Feb 2018,309,Marian Mann inc,"340,380",16
Feb 2018,309,Stan Numbers inc,"304,216",13
Feb 2018,309,Patricia Jackson 7 inc,"275,665",13
Feb 2018,309,Quinton Hargrove inc,"229,039",15
Feb 2018,309,Ernest Turner 2 inc,"226,102",13
Feb 2018,310,,"396,321",18
Feb 2018,310,Darrick Pendleton inc,"328,513",15
Feb 2018,310,Briana Powell inc,"215,132",10
Feb 2018,310,Carl Durbin inc,"213,955",11
Feb 2018,310,Barbara Thomas 9 inc,"197,429",9
Feb 2018,311,Janet Baker 2 inc,"510,132",27
Feb 2018,311,Michael Dunlop inc,"335,341",16
Feb 2018,311,Walter May inc,"313,614",16
Feb 2018,311,Carole West inc,"306,559",14
Feb 2018,311,Annie Bishop inc,"267,816",11
Feb 2018,312,Tony Butler inc,"414,970",22
Feb 2018,312,Joann Net inc,"368,947",17
Feb 2018,312,Oscar Carter inc,"333,599",16
Feb 2018,312,David Taylor 12 inc,"284,542",14
Feb 2018,312,Virginia Long inc,"197,030",9
Feb 2018,313,Danny Lupien inc,"607,657",33
Feb 2018,313,Catherine Hogan inc,"314,713",17
Feb 2018,313,Jason Butler 2 inc,"283,755",13
Feb 2018,313,Judy Richards inc,"254,984",10
Feb 2018,313,Connie Partis inc,"235,330",13
Feb 2018,314,Julio Piner inc,"1,121,479",58
Feb 2018,314,Erna Dahlgren inc,"1,046,250",49
Feb 2018,314,Jeffery Aguilar 2 inc,"970,348",50
Feb 2018,314,Lloyd Brink inc,"958,380",46
Feb 2018,314,David Wallace inc,"853,981",39
Feb 2018,315,Lester Marcum inc,"244,393",11
Feb 2018,315,Harriet Miller inc,"204,967",11
Feb 2018,315,William Howlin inc,"137,483",5
Feb 2018,315,Alfred Walters inc,"109,939",5
Feb 2018,315,Brenda Jackson 3 inc,"107,252",4
Feb 2018,316,Tammy Perotti inc,"52,541",3
Feb 2018,316,Lourdes Wilson 2 inc,"39,462",2
Feb 2018,318,Ryan Malina inc,"641,205",30
Feb 2018,318,,"512,107",25
Feb 2018,318,Jimmy Ascencio inc,"382,994",20
Feb 2018,318,Jean Vandusen inc,"323,221",18
Feb 2018,318,John Young 16 inc,"283,921",13
Feb 2018,319,John Carrousal inc,"139,603",7
Feb 2018,319,Patricia Jackson 4 inc,"52,864",3
Feb 2018,319,Mandy Easton inc,"43,363",3
Feb 2018,319,,"43,314",2
Feb 2018,319,Carol Martin 4 inc,"41,694",2
Feb 2018,320,Tom Benavidez inc,"3,309,686",175
Feb 2018,320,Edwin Riley inc,"1,117,572",56
Feb 2018,320,Janice Whiteman inc,"709,306",37
Feb 2018,320,Judith Russell inc,"540,882",28
Feb 2018,320,Arthur Dove inc,"532,485",26
Feb 2018,321,Steven Hisey inc,"260,731",12
Feb 2018,321,Mark Awalt inc,"260,259",13
Feb 2018,321,Timothy Mays inc,"246,461",14
Feb 2018,321,John Longoria inc,"214,493",11
Feb 2018,321,Joseph Funk inc,"208,630",12
Feb 2018,322,Quinton Elizarraras inc,"2,560,114",131
Feb 2018,322,Andrea Hartman inc,"2,449,417",121
Feb 2018,322,Allen Poulton inc,"1,953,771",96
Feb 2018,322,,"1,113,772",56
Feb 2018,322,Kristin Garrett inc,"905,615",46
Feb 2018,323,Ruben Lopez inc,"1,203,548",56
Feb 2018,323,Michael Wheeler 8 inc,"999,918",47
Feb 2018,323,,"772,846",41
Feb 2018,323,Willie Hudson inc,"422,082",20
Feb 2018,323,Kenneth Chevrier inc,"323,052",13
Feb 2018,325,Dennis Terrance inc,"1,143,662",60
Feb 2018,325,Craig Rehm inc,"631,158",29
Feb 2018,325,Christopher Pinneo inc,"511,585",24
Feb 2018,325,Francine Legions inc,"442,999",21
Feb 2018,325,Miriam Cisneros inc,"370,360",18
Feb 2018,326,Ronald Halligan inc,"190,992",9
Feb 2018,326,Pamela Brown 5 inc,"182,760",11
Feb 2018,326,John Mclendon inc,"150,951",7
Feb 2018,326,Nancy Hill 5 inc,"128,921",6
Feb 2018,326,Cecil Confer inc,"128,919",6
Feb 2018,327,Arthur Cobb 3 inc,"180,667",10
Feb 2018,327,Lydia Eyre inc,"147,467",8
Feb 2018,327,,"135,709",6
Feb 2018,327,Charlotte Marley inc,"127,790",6
Feb 2018,327,Ramon Lord inc,"120,168",4
Feb 2018,328,William Darling inc,"1,066,579",52
Feb 2018,328,,"434,982",22
Feb 2018,328,Samira Cervantes inc,"339,900",18
Feb 2018,328,Wendy Donnelly inc,"333,817",15
Feb 2018,328,Matthew Seldon inc,"270,250",13
Feb 2018,329,Kristen Woods inc,"677,336",37
Feb 2018,329,Stephanie Bagaoisan inc,"555,480",26
Feb 2018,329,Robert Olson 4 inc,"483,413",22
Feb 2018,329,John Hunt 4 inc,"390,480",20
Feb 2018,329,Jose Brice inc,"344,351",17
Feb 2018,330,Sandra Buckner inc,"710,817",34
Feb 2018,330,Karen Pate inc,"633,867",26
Feb 2018,330,Hugh Gale inc,"468,295",24
Feb 2018,330,,"448,488",21
Feb 2018,330,Ricardo Kane inc,"356,358",17
Feb 2018,331,Antoine Alexander inc,"11,432,579",581
Feb 2018,331,Valerie Martin 2 inc,"10,577,998",517
Feb 2018,331,Jean Jolley inc,"8,551,770",426
Feb 2018,331,Ryan Stephens 2 inc,"7,166,821",361
Feb 2018,331,,"5,660,639",284
Feb 2018,333,Joseph Proctor inc,"5,406,525",274
Feb 2018,333,Teresa Begley inc,"4,658,264",237
Feb 2018,333,,"3,249,443",170
Feb 2018,333,Clarence Griffin inc,"2,696,591",131
Feb 2018,333,Andrew Hernandez 2 inc,"2,625,988",133
Feb 2018,334,Mary Siegel inc,"2,161,785",105
Feb 2018,334,,"2,016,450",102
Feb 2018,334,Brianna Derrick inc,"1,247,713",62
Feb 2018,334,Noella Vansickle inc,"1,079,731",57
Feb 2018,334,Jeffrey Bock inc,"1,068,918",54
Feb 2018,335,Catherine Tanner inc,"519,935",28
Feb 2018,335,Yolanda Jones 3 inc,"291,836",14
Feb 2018,335,Sandra Belvins inc,"280,222",16
Feb 2018,335,Jennifer Fleming 3 inc,"237,466",13
Feb 2018,335,Donovan Teel inc,"219,143",9
Feb 2018,336,Katherine Kirschner inc,"408,829",19
Feb 2018,336,Frank Mcneil inc,"186,345",11
Feb 2018,336,Helen Stubbendeck inc,"155,008",8
Feb 2018,336,Roberto Mundy inc,"135,855",7
Feb 2018,336,Ronald Lopez 4 inc,"132,787",6
Feb 2018,337,Karen Lee 2 inc,"473,534",23
Feb 2018,337,,"404,950",18
Feb 2018,337,Benjamin French inc,"276,679",11
Feb 2018,337,Nancy Hagee inc,"226,522",13
Feb 2018,337,Marjorie Walker 2 inc,"218,897",10
Feb 2018,338,Lucas Carmona inc,"456,074",24
Feb 2018,338,Lon Larson inc,"278,922",16
Feb 2018,338,Daniel Leonhart inc,"231,636",13
Feb 2018,338,Wilhelmina Price inc,"191,816",8
Feb 2018,338,James Morin inc,"191,612",9
Feb 2018,339,Gertrudis Stamps inc,"1,061,346",50
Feb 2018,339,Larry Culbert inc,"998,375",47
Feb 2018,339,Jeffrey Atherton inc,"819,742",37
Feb 2018,339,Mireya Smith inc,"808,192",40
Feb 2018,339,Marie Reynolds 4 inc,"691,937",34
Feb 2018,340,Terry Turpin 2 inc,"3,619,882",183
Feb 2018,340,,"1,721,622",85
Feb 2018,340,Thelma Williams 3 inc,"1,629,134",80
Feb 2018,340,Nancy Jamison 2 inc,"1,604,759",78
Feb 2018,340,Janet Johnson 3 inc,"1,438,267",68
Feb 2018,341,Bonita Lemons inc,"430,138",21
Feb 2018,341,Joan Cuevas inc,"416,204",21
Feb 2018,341,,"307,899",13
Feb 2018,341,James Calendine inc,"247,606",12
Feb 2018,341,Luanne Garay inc,"198,919",9
Feb 2018,342,William Roney inc,"1,169,972",56
Feb 2018,342,,"648,396",33
Feb 2018,342,Gordon Burdock inc,"311,730",17
Feb 2018,342,Vida Smith inc,"252,586",11
Feb 2018,342,Dawn Gunter inc,"168,396",8
Feb 2018,343,James Kinkelaar inc,"409,927",18
Feb 2018,343,Michael Broadwater inc,"292,233",14
Feb 2018,343,Christopher Kroll inc,"287,593",16
Feb 2018,343,Elaine Jarecki inc,"214,112",9
Feb 2018,343,Joshua Reyna inc,"211,790",10
Feb 2018,344,Morris Grooms inc,"1,775,611",84
Feb 2018,344,,"1,539,133",72
Feb 2018,344,Lawrence Young 4 inc,"1,145,774",52
Feb 2018,344,Jerry Facer inc,"851,473",43
Feb 2018,344,David Vives inc,"698,453",33
Feb 2018,345,Eugene Mcalexander inc,"310,821",15
Feb 2018,345,Patrick Nunn inc,"284,436",18
Feb 2018,345,Susan Campbell inc,"192,414",9
Feb 2018,345,Donna White 7 inc,"177,524",10
Feb 2018,345,John Hyett inc,"160,085",7
Feb 2018,347,Edna Ledesma inc,"1,261,759",64
Feb 2018,347,Erma Milligan inc,"921,177",43
Feb 2018,347,Carolyn Hardin inc,"615,284",33
Feb 2018,347,Shirley Lawrence 2 inc,"584,425",28
Feb 2018,347,Christopher Jackson 5 inc,"452,667",22
Jan 2017,1,Cesar Hall inc,"41,693,919","2,076"
Jan 2017,1,Mary Gray 7 inc,"24,014,490","1,206"
Jan 2017,1,Kathie Sughrue inc,"22,636,282","1,131"
Jan 2017,1,Steven Russell inc,"19,316,188",953
Jan 2017,1,Maxine Flores inc,"15,509,701",756
Jan 2017,2,Mark Cipolla inc,"396,768",19
Jan 2017,2,Shana Platt inc,"271,194",14
Jan 2017,2,Ernesto Matthews inc,"218,560",11
Jan 2017,2,James Luhman inc,"207,421",11
Jan 2017,2,Salvador Adderley inc,"203,994",9
Jan 2017,3,Rhonda Cunningham inc,"719,653",35
Jan 2017,3,Dennis Mcmillan inc,"438,990",22
Jan 2017,3,Solomon Deshayes inc,"291,376",16
Jan 2017,3,Donnie Sefcovic inc,"275,845",17
Jan 2017,3,Lisa Stulce inc,"265,200",14
Jan 2017,4,Louise Cole 2 inc,"1,730,987",88
Jan 2017,4,Nathaniel Stewart inc,"1,245,798",63
Jan 2017,4,Enriqueta Barbour inc,"1,147,061",57
Jan 2017,4,Carolyn Smith 8 inc,"929,497",46
Jan 2017,4,Juan Niemi inc,"864,320",43
Jan 2017,6,Eva Mcnear inc,"267,348",14
Jan 2017,6,Guillermo Angelilli inc,"206,034",11
Jan 2017,6,Jack Mcsweeney inc,"179,408",10
Jan 2017,6,Terrell Dueno inc,"151,386",11
Jan 2017,6,Lorraine Thurman inc,"149,894",7
Jan 2017,7,Sheila Bissonnette inc,"291,941",17
Jan 2017,7,Don Lenz inc,"290,927",14
Jan 2017,7,Kathy Briggs inc,"220,038",10
Jan 2017,7,Mable Galarza inc,"209,030",10
Jan 2017,7,Rose Hart 2 inc,"189,396",11
Jan 2017,8,Mike Sparks inc,"971,432",44
Jan 2017,8,Larry Stegall 2 inc,"816,934",37
Jan 2017,8,Carlotta Schell inc,"593,485",30
Jan 2017,8,Sandra Crocker inc,"561,113",30
Jan 2017,8,Mary Alas inc,"454,877",23
Jan 2017,9,Scott Brown 6 inc,"411,737",18
Jan 2017,9,Barbara Bishop inc,"385,920",18
Jan 2017,9,Rachael Oehler inc,"341,217",17
Jan 2017,9,Heather Mezzatesta inc,"239,666",10
Jan 2017,9,Deborah Mendoza 2 inc,"236,621",12
Jan 2017,10,Roger Murach inc,"597,207",28
Jan 2017,10,Socorro Stevens inc,"285,157",16
Jan 2017,10,Iris Key inc,"264,218",13
Jan 2017,10,Maribel Prince inc,"254,540",11
Jan 2017,10,Kristin Victoria inc,"243,697",11
Jan 2017,11,Paula Crumb inc,"1,020,796",53
Jan 2017,11,Linda Hogan 2 inc,"546,415",26
Jan 2017,11,Matthew Verhoeven inc,"479,033",24
Jan 2017,11,Ruth Shambo inc,"459,786",22
Jan 2017,11,Grant Mayers inc,"440,468",21
Jan 2017,12,Delbert Sherlock inc,"845,825",39
Jan 2017,12,Joe Cleghorn inc,"833,313",42
Jan 2017,12,Catherine Martin 7 inc,"661,465",27
Jan 2017,12,Emily Jiggetts inc,"492,544",26
Jan 2017,12,Robyn Douglas inc,"451,637",24
Jan 2017,13,Carol Green inc,"449,281",21
Jan 2017,13,Curtis Gregg inc,"297,704",12
Jan 2017,13,Robert Brown 41 inc,"288,790",13
Jan 2017,13,Natalie Durate inc,"241,051",12
Jan 2017,13,Ida Cox 2 inc,"222,707",10
Jan 2017,14,Cynthia Wood 2 inc,"1,225,486",62
Jan 2017,14,James Mayoka inc,"634,347",28
Jan 2017,14,Norma Rayfield inc,"600,113",29
Jan 2017,14,Joshua Matthews 2 inc,"411,221",19
Jan 2017,14,Stanley Summerville inc,"397,625",21
Jan 2017,16,Cheryl Croom inc,"129,931",6
Jan 2017,16,Willie Walker 4 inc,"107,510",7
Jan 2017,16,Ramon Morris inc,"98,308",5
Jan 2017,16,Michael Cichy inc,"91,542",4
Jan 2017,16,Jessica Piper inc,"84,402",3
Jan 2017,17,Sharonda Jordan inc,"9,694,569",483
Jan 2017,17,Beatrice Pears inc,"6,091,961",306
Jan 2017,17,Nick Curtis inc,"6,062,687",310
Jan 2017,17,Virgil Lemon inc,"4,353,995",214
